"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib","sl_10_32_19_2","sl_10_32_19_3","sl_11_19_15_7"
"136","2","2","2","2","1","1","1","2","2","3","3","5","5","3","2","2","1","1","1","2","1","2","1","3","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","State/regional government","USACanada","S1",2.74417078452401,-1.57181700554068,0.0535205057227068,"S1_1","S1_2","S1_1"
"137","1","2","2","2","2","2","2","2","1","2","2","1","1","2","4","4","1","3","1","2","2","4","1","2","3","1","2","1","1","1","1","1","1","1","1","2","2","2","1","Natural science","Federal/national government","USACanada","S1",1.23334712792045,2.52121435733575,0.0421571106619878,"S1_2","S1_4","S1_1"
"138",NA,"2","2","2","1","2","2","2","2","3","3","2","2","3","3","3","2","2","2","2","2","3","3","2","2","1","2","1","1","1","1","2","1",NA,NA,"1","1","1","1","Natural science","Federal/national government","EuroRussia","S1",2.95296396342538,0.180402519060151,0.0468389753956928,"S1_2","S1_3","S1_NA"
"139","2","1","2","2","1","2","2","2","2","2","3","3","3","3","2","2","3","3","3","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","2","2","1","2","1","Natural science","Federal/national government","USACanada","S1",-0.218736236998717,-0.292407108781556,0.00071360513072332,"S1_2","S1_2","S1_2"
"140","2","1","1","2","1","2","2","2","2","3","2","3","3","5","2","2","1","3","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",1.24262687403587,-0.683389565165292,0.0107625737155398,"S1_1","S1_1","S1_1"
"141","2","2","1","2","1","1","1","2","4","4","1","4","4","5","4","4","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","Natural science","Federal/national government","EuroRussia","S1",-0.126603252280676,-1.61803425145002,0.0140961143861208,"S1_1","S1_2","S1_2"
"142","2","2","2","2","2","1","2","1","2","2","5","2","2","5","2","2","4","4","3","1","1","3","2","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",1.69204419100432,-0.173116683132693,0.0154817158359742,"S1_1","S1_3","S1_1"
"143","3","2","2","2","1","1","2","2","2","2","4","2","1","4","3","4","2","2","2","2","2","4","2","2","2","1","2","1","1","1","1","2","1","2","2","2","1","2","1","Natural science","Federal/national government","USACanada","S1",1.17001709678709,-1.08036061742056,0.0135719690440489,"S1_2","S1_4","S1_2"
"144","2","1","2","2","1","2","2","2","4",NA,"4","5","5","4","2","2","2","2","2","1","2","2","2","1","2","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","Physical science","Federal/national government","EuroRussia","S1",2.59206713140771,-2.47616224319858,0.0687674340101083,"S1_2","S1_2","S1_1"
"145","2","2","2","1","2","2","2","2","4","4","2","4","4","5","2","5","4","4","1","4","2","2","2","1",NA,"1","1","1","1","1","1","2","1","1","1","2","1","1","1","Physical science","Federal/national government","USACanada","S1",1.66579865787384,0.796135795485466,0.018241654033976,"S1_2","S1_2","S1_1"
"146","1","2","1","2","1","2","1","2","2","3","3","2","2","4","1","1","2","1","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","1","2",NA,"2","1","Natural science","Federal/national government","USACanada","S1",-1.97847169310598,-1.40168596161773,0.0314616960289543,"S1_1","S1_2","S1_1"
"150","2","2","2","2","2","2","2","2","1","1","2","4","4","4","4","4","2","2","2","1","1","4","3","2","1","2","2","1","1","2","1","2","1","1","2","2","2","2","2","Natural science","Federal/national government","USACanada","S1",-1.15528718045783,0.862964764011443,0.0111278320237954,"S1_1","S1_4","S1_1"
"153","2","1","2","2","1","2","2","1","2","2","2","2","2","3","2","2","3","3",NA,"2","2","3","3","3","2","2","2","1","1","1","1","1","2","1","1","1","1","1","5","Natural science","International institution","USACanada","S1",2.87063425602454,0.202643648252034,0.0443187760858085,"S1_2","S1_3","S1_1"
"154","2","1","2","2","1","1","2","1","2","3","3","1","2","3","1","1","1","1","1","1","1","3","2","2","2","1","1","1","1","1","1","2","2","1","2",NA,"1","2","3","Physical science","Corporation","USACanada","S1",-0.357378630417265,-0.735458348843866,0.00357809270891292,"S1_1","S1_3","S1_1"
"155","1","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","3","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",2.20704184270729,0.811800306645427,0.0295939235991218,"S1_2","S1_2","S1_1"
"156","1","2","1","2","1","2","2","2","2","4","3","5","5","5","3","4","2","2","2","1","1","4","1","4","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",1.33164611439117,-2.09896798413492,0.0330664642616167,"S1_1","S1_4","S1_1"
"159","1","2","2","2","1","2","2","2","2","2","2","4","4","5","2","3","4",NA,"2","2","3","5","1","3","2","1","2","1","2","1","1","1","2","1","1","2","1","2","1","Natural science","Federal/national government","EuroRussia","S1",1.86520938767303,0.279779454991339,0.0190366966344323,"S1_3","S1_5","S1_1"
"164","1","1","2","1","1","2","2","2","4","5","3","1","1","1","2","2","1","1","1","1","2","4","2","1","1","2","3","2","1","1","1","1","1","1","2","2","1","1","2","Natural science","Federal/national government","USACanada","S1",0.0473064274512638,0.000444657903702316,1.1977105985915e-05,"S1_2","S1_4","S1_1"
"165","2","1","2","2","1","2","2","2","2","2","2","4","4","5","2","2","4","4","4","2","3","4","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","1","1","Natural science","Other","USACanada","S1",2.6657011453681,-0.481146488962871,0.039266232710683,"S1_3","S1_4","S1_1"
"166","3","1","2","2","1","2","2","1","1","3","3","5","5","5","1","1","2","1","2","1","1","2","4","4","1","1","1","1","1","1","1","2","1","1","2","2","1","2","1","Natural science","State/regional government","EuroRussia","S1",-0.768981795121574,-1.81187268418423,0.0207327546817931,"S1_1","S1_2","S1_1"
"167","2","2","2","2","1","2","2","2","1","2","3","1","2","3","1","2","2","2","2","1","1","1","3","3","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",-0.233412399776804,1.09128478110037,0.00666463608700585,"S1_1","S1_1","S1_2"
"168","2","2","2","2","1","2","2","2","2","2","4","4","4","5","2","2","1","1","1","2","2","3","1","5","2","1","1","2","1","2","2","2","2","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",-0.468257198093678,-1.43710994109375,0.0122257031782645,"S1_2","S1_3","S1_1"
"169","2","1","2","2","1","2","2","2","2","4","4","4","3","4","2","3","1","2","2","2","3","5","3","2","1","1","1","2","1","1","2","2","2","1","1","1","2","2","1","Natural science","Private foundation","USACanada","S1",-0.333671397808403,-1.13579379480286,0.00749936035376214,"S1_3","S1_5","S1_1"
"170","2","1","2","2","1","2","2","2","4","4","4","4","4","5","1","2","1","1","2","1","1","2","3","4","2","2","2","2","1","1","1","2","1","2","2","2","2","2","1","Physical science","Federal/national government","EuroRussia","S1",-2.10206991852297,-3.33827955576248,0.0832839259872961,"S1_1","S1_2","S1_2"
"171","1","2","2","1","2","2","2","1","3","3","4","2","2","5","1","1","2","1","1","1","2","4","2","5","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",0.224687110230901,-1.02237797161577,0.00586382686062804,"S1_2","S1_4","S1_2"
"172","3","2","2","2","1","2","2","2","1","1","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",4.26445802174382,2.98820925443073,0.145105133684757,"S1_3","S1_3","S1_1"
"173","1","1","1","2","1","1","1","2","2","3","3","5","5","5","2","2","2","2","2","2","2","2","3","3","2","1","3","2","1","1","1","1","2","1","1","2","2","1","1","Physical science","Federal/national government","USACanada","S1",1.57953492619703,-3.35976450759485,0.0737590547423545,"S1_2","S1_2","S1_1"
"174","2","1","2","2","2","1","2","1","2","4","4","2","4","4","1","1","2","2","2","1","1","2","3","2","1","2","3","2","1","1","1","2","1","2","2","2","1","1","1","Natural science","State/regional government","USACanada","S1",-1.19634821055753,-2.11427796826975,0.0315812831833997,"S1_1","S1_2","S1_2"
"176","2","2","2","1","2","2","2","2","2","2","2","2","1","4","3","4","1","1","2","2","1","1","1","3","2","2","2","1","1","1","1","2","1","2","1","2","2","1","3","Physical science","Federal/national government","USACanada","S1",0.409819505999417,0.850166706922731,0.00476674545390634,"S1_1","S1_1","S1_2"
"177","2","2","2","1","2","2","2","2","2","4","5","2","2","2","1","2","4","3","4","2","1","1","3","4","1","3","1","1","1","1","2","2","2","2","2","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-3.56265292173132,0.747511479122333,0.07091379035791,"S1_1","S1_1","S1_2"
"180","2","2","2","2","1","2","2","2","2","4","4","5","5","5","1","2","2","1","2","1","1","5","1","4","2","1","1","1","1","1","1","1","2","1","2","2","1","1","1","Natural science","Federal/national government","USACanada","S1",0.87254799325902,-1.98188988798368,0.0250942676945653,"S1_1","S1_5","S1_1"
"181","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","4","2","2","2","2","2","2","3","2","2","1","1","2","1","1","1","1","1","2","2","2","1","2","1","Physical science","Federal/national government","USACanada","S1",-0.588228576578447,1.44833933269385,0.0130773893107094,"S1_2","S1_2","S1_2"
"184","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","3","3","3","1","1","1","5","2","1","2","1","2","1","1","1","2","1","1","2","2","2","2","1","Natural science","Federal/national government","USACanada","S1",-3.63107897965259,2.67052416262492,0.108722817726313,"S1_1","S1_1","S1_1"
"187","1","2","1","2","1","2","2","2","5","1","4","1","3","2","1","1","3","2","2","1","1","1","1","3","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","Natural science","Corporation","EuroRussia","S1",-1.60152253670357,-0.0106918673020631,0.0137264643212714,"S1_1","S1_1","S1_1"
"189","1","1","2","2","1","2","2","2","4","2","3","2","2","5","1","1","4","4","5","1","1","1","1","5","1","1","1","2","1","1","1","1","2","1","2","2","1","1","3","Physical science","Private foundation","EuroRussia","S1",-1.94822584079943,0.860141627601382,0.024271211465215,"S1_1","S1_1","S1_1"
"190","1","2","1","2","1","2","2","2","4","4","4","2","4","4","3","3","2","2","1","2","1","3","2","4","2","1","4","2","1","1","1","2","1","1","1","2","1","1","2","Physical science","International institution","EuroRussia","S1",1.15466194445081,-2.43716660314368,0.0389213877222146,"S1_1","S1_3","S1_1"
"191","2","1","1","2","1","1","1","2","3",NA,"4","2","3","5","2","2","1","1","3","2","2","3","1","2","2","1","2","1","1","1","1","2","2","2","2","2","2","2","1","Natural science","Federal/national government","EuroRussia","S1",0.240498195781228,-3.17250376744444,0.0541709104263379,"S1_2","S1_3","S1_2"
"192","2","1","2","2","2","2","2","2","2","2","2","5","5","5","1","1","1","1","3","1","2","2","2","2","2","1","4","1","1","1","1","1","1","1","1","1","1","1","3","Physical science","Private foundation","EuroRussia","S1",2.52520259277825,-0.883993905019751,0.0383063329362372,"S1_2","S1_2","S1_1"
"194","2","2","2","2","2","2","1","2","4","3","3","5","4","3","1","1","3","3","3","1","1","5","1","3","2","1","2","1","1","1","1","2","2","1","2","1","1","1","1","Natural science","Federal/national government","EuroRussia","S1",1.48940675775939,-0.102979976171396,0.0119280948906919,"S1_1","S1_5","S1_1"
"197","1","1","2","2","1","2","2","2","2","1","1","2","1","4","1","2","1","1","1","1","1","2","2","2","2","1","2","1","1","1","1","1","2","1","1","2","2","1","1","Natural science","Federal/national government","EuroRussia","S1",-0.429551530329266,0.688312712334968,0.00352281435610106,"S1_1","S1_2","S1_1"
"199","2","2","2","2","1","2","2","2","1","1","4","4","4","3","2","2","2","2","3","1","2","3","3","2","2","2","2","2","1",NA,"1","2","2","1","2","2","2","2","1","Natural science","Federal/national government","EuroRussia","S1",-1.33058386606286,-0.300459106910623,0.0099576388320087,"S1_2","S1_3","S1_1"
"200","2","2","2","2","1","2","2","2","2","2","3","4","5","5","3","3","2","2","3","2","2","3","2","5","2","1","1","2","1","1","2","2","2","1","2","2","1","1","1","Natural science","State/regional government","EuroRussia","S1",0.49574024680243,-1.2204396314892,0.0092860408558248,"S1_2","S1_3","S1_1"
"201","1","1","2","2","1","2","2","2","2","3","2","2","3","4","3","3","1","2","2","2","2","4","3","3","2","1","2","1","1","1","1","1","1","1","2","1","1","1","1","Physical science","Federal/national government","EuroRussia","S1",3.02363255822256,-0.549899853340722,0.0505432771523642,"S1_2","S1_4","S1_1"
"202","1","2","2","1","2","2","2","2","2","3","2","2","2","2","4","4","3","2","4","2","2","2","3","2","2","1","2","1","1","1","2","2","1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",0.945717514200391,1.25652034185232,0.0132353931415094,"S1_2","S1_2","S1_1"
"203","2","2","2","1","2","1","2","1","1","1","3","3","3","3","1","1","2","3","2","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","Natural science","Self supported","EuroRussia","S1",0.587504248260111,1.52735932660093,0.0143311752689112,"S1_1","S1_1","S1_1"
"204","1","1","2","2","2","2","2","2","4","2","4","3","4","4","1","1","2","1","2","1","1","3","2",NA,"2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Natural science","State/regional government","EuroRussia","S1",1.70287047096843,-0.942440907369764,0.0202711746338545,"S1_1","S1_3","S1_1"
"205","1","2","2","1","2","2","2","2","2","2","3","2","2","2","2","2","1","1","1","2","4","4","2","2","1","1","2","2","1","1","1","1","2","1","1","1","1","1","2","Physical science","Federal/national government","USACanada","S1",1.32221482163604,0.754528399797006,0.0124023839073838,"S1_4","S1_4","S1_1"
"207","3","2","2","2","2","2","2","2","2","2","3","1","2","3","2","3","2","2","2","2","2","3","2","2","2","1","2","1","1","1","1","1","1","1","1","2","1","2","2","Physical science","Federal/national government","USACanada","S1",2.44155885999823,0.536301595606996,0.0334404309579104,"S1_2","S1_3","S1_1"
"208","3","2","2","2","2","2","2","2","2","3","3","2","2","3","3","3","2","3","2","2","2","2","3","2","2","2","2","1","1","1","1","1","2","2","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",2.51278213678348,0.688248555148507,0.0363245052569356,"S1_2","S1_2","S1_2"
"209","2","2","2","2","2","2","2","2","2","2","3","2","4","5","2","2","1","1","1","1","1","5","1","2","1","1","2","2","1","1","1","2","1","1","1","2","1","1","1","Natural science","Federal/national government","USACanada","S1",0.246533846125777,-0.0150619919054102,0.000326470807611738,"S1_1","S1_5","S1_1"
"210","2","2","2","2","1","2","2","2","1","1","3","4","2","4","4","4","2","3","2","3","2","4","2","3","2","2","3","1","1","1","1","1","1","2","1","2","1","1","1","Physical science","State/regional government","EuroRussia","S1",3.03602704840445,0.980466980436161,0.0544714287421408,"S1_2","S1_4","S1_2"
"211","1","1","2","2","2","2","2","1","4","4","4","3","1","2","3","3","2","1","2","2","2","3","3","3","2","2","2","2","1","1","1","2","2","1","2","1","1","1","1","Natural science","Federal/national government","EuroRussia","S1",1.21568565733898,-0.887110610478412,0.0121203170040412,"S1_2","S1_3","S1_1"
"213","2","2","2","2","1","2","2","2","2","5","5","5","5","4","3","3","1","1","2","3","2","4","2","3","1","1","5","2","2","1","1","2","1","1","1","2","1","1","1","Natural science","Federal/national government","EuroRussia","S1",2.0359155717098,-0.874820596468883,0.0262771342883671,"S1_2","S1_4","S1_1"
"214","3","2","2","2","2","2","2","1","1","2","4","1","1","4","1","3","1","1","1","1","1","3","1","2","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","Natural science","Federal/national government","USACanada","S1",0.868192500418419,1.47071553907745,0.0156089710700048,"S1_1","S1_3","S1_2"
"215","2","1","2","2","1","2","2","2","1","3","1","5","5","5","4","5","4","2","1","2","2","4","2","3","2","1","2","1","1","1","1","2","1","1","1","2","2","1","2","Natural science","Federal/national government","USACanada","S1",2.32729047276505,-0.215315675533441,0.0292331720798589,"S1_2","S1_4","S1_1"
"216","2","2","2","2","1","2","2","2","1","1","2","2","2","3","3","3","2","2","2","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","Physical science","Federal/national government","USACanada","S1",1.45719846366899,1.61588912478069,0.0253366759634118,"S1_1","S1_2","S1_1"
"217","1","2","2","2","2","2","2","2","1","1","5","1","1","1","1","2","4","4","3","1","1","1","5","5","1","3","1","2","1","1","2","2","2","2","1","2","2","2","4","Natural science","Federal/national government","USACanada","S1",-5.15959262218147,3.48814821139824,0.207575949938268,"S1_1","S1_1","S1_2"
